Book,Title,Goodreads,Sentiment,Status,Flesch
38,Bye Ways,0,-0.040199,Neither,81.5759281566207
39,Cæsar's Column A Story of the Twentieth Century,0,0.113452,Neither,76.05852141540227
40,Capt'n Davy's Honeymoon,4,0.083293,Neither,87.58614732808178
41,Casa Braccio,4,0.085107,Neither,79.66803962858417
42,Catharine Furze,5,0.19489,Neither,80.28328284703504
43,Catriona,1131,0.136059,Bestsellers,86.16595313863135
44,Cecilia de Noël,0,0.11956,Neither,79.60317018837696
45,A Country Sweetheart,1,0.183872,Neither,85.4821853094577
46,Celibates,10,0.127183,Neither,84.55496674459464
47,Children of the Ghetto,89,0.217047,Neither,74.98338233184532
48,Children of the Mist,21,0.074097,Neither,81.79690503648632
49,Clara Hopgood,15,0.215536,Neither,76.129532845194
50,Clarence,6,-0.017976,Neither,70.1391757822052
51,Cleg Kelly Arab of the City,1,0.110982,Neither,79.21534635172796
52,Clementina,17,0.047929,Neither,84.13006398213874
53,Cleo The Magnificent Or The Muse of the Real,0,0.293708,Neither,73.37343590908195
54,Clutterbuck's Treasure,0,0.129061,Neither,77.10376147707223
55,Colonel Starbottle's Client,2,0.105446,Neither,70.55126441018561
56,A Dash for a Throne,0,0.016573,Neither,81.89566886593734
57,Colonel Thorndyke's Secret,0,0.235201,Neither,81.88519383315628
58,Colonial Born A Tale of the Queensland bush,0,-0.054649,Neither,79.22577236150399
59,Comedies of Courtship,0,0.273045,Neither,82.15378579472292
60,Condemned as a Nihilist A Story of Escape from Siberia,80,0.112024,Neither,82.02658502389946
61,Corleone A Tale of Sicily,9,0.088959,Neither,75.3078194043044
62,Cormorant Crag a Tale of the Smuggling Days,3,0.068455,Neither,89.94104025356684
63,Count Hannibal A Romance of the Court of France,0,-0.230475,Neither,86.37969204238583
64,Cowmen and Rustlers A Story of the Wyoming Cattle Ranges,106,0.124706,Neither,79.29639116571255
65,Crown and Anchor Under the Penant,1,0.268924,Neither,70.38572065713635
66,Crusoes of the Frozen North,0,0.153801,Neither,88.52056671436549
67,A Daughter of the Vine,8,0.140182,Neither,81.98024054318434
68,Cursed by a Fortune,0,0.085329,Neither,89.41208418459226
69,D Ri and I A Tale of Daring Deeds in the Second War with the British Being the Memoirs of Colonel Ramon Bell U.S.A.,17,0.113508,Neither,89.365018065741
70,Dariel A Romance of Surrey,0,0.357458,Neither,81.2628841478142
71,Darkness and Dawn Or Scenes in the Days of Nero An Historic Tale,0,-0.10787,Neither,69.89342200849104
72,Dead Men Tell No Tales,0,-0.073108,Neither,86.90092095794498
73,Denzil Quarrier,17,0.237359,Neither,77.90900492748455
74,Despair's Last Journey,0,0.107327,Neither,80.3843072256158
75,Devil's Dice,2,0.025649,Neither,71.77468427654851
76,Diana Tempest,26,0.030611,Neither,81.01136726049133
77,Dodo A Detail of the Day,19,0.235914,Bestsellers,82.12203407195294
78,A Daughter of To Day,0,0.360619,Neither,71.41102629435267
79,Dolly Dialogues,34,0.20572,Neither,85.77130709616712
80,Domitia,1,0.048979,Neither,77.30834942226913
81,Don Orsino,9,0.255548,Neither,74.21588671120217
82,Donald Ross of Heimra,1,0.152294,Neither,81.00239237567381
83,Donna Teresa,0,0.080998,Neither,79.70963454311112
84,Doom Castle,27,-0.017025,Neither,76.56986344426979
85,Dorothy's Double,0,0.209429,Neither,82.7688967578761
86,Dr. Rumsey's Patient,0,0.096053,Neither,86.85195933280896
87,Dracula,897395,0.103137,Canonical novels,85.74289273454981
88,Draw Swords In the Horse Artillery,9,0.143039,Neither,85.35131866202468
89,A Deal with The Devil,8,0.159159,Neither,79.53320886862095
90,Dream Days,235,0.29849,Neither,73.61028674082102
91,Dream Life and Real Life A Little African Story  I.,19,0.141261,Neither,94.1101308759544
92,Dreamers of the Ghetto,6,0.183184,Neither,71.56931374525541
93,Drolls From Shadowland,0,0.019649,Neither,81.66022079920222
94,Dwell Deep or Hilda Thorn's Life Story,18,0.270259,Neither,85.09685587411079
95,Eben Holden A Tale of the North Country,45,0.155365,Neither,86.78479255165796
96,Edward Barry South Sea Pearler,1,0.218872,Neither,80.45241260524693
97,Eleanor,11,0.060914,Neither,78.95206605129542
98,Eliza,17,0.231073,Neither,85.11740146747697
99,Elizabeth and Her German Garden,2718,0.432995,Bestsellers,70.45914700229304
100,A Devotee An Episode in the Life of a Butterfly,6,0.10104,Neither,78.53651286463887
101,Emily Fox Seton Being The Making of a Marchioness and The Methods of Lady Walderhurst,1431,0.35826,Neither,76.51809107060718
102,Erewhon Revisited Twenty Years Later Both by the Original Discoverer of the Country and by His Son,133,0.311273,Neither,76.98145109124049
103,Eric Brighteyes,476,-0.087898,Neither,90.92093729005343
104,Esther's Charge A Story for Girls,0,0.303049,Neither,86.36691926642635
105,Esther Waters,704,0.146386,Canonical novels,86.66605272411984
106,Etidorhpa or The End of Earth The Strange History of a Mysterious Being and the Account of a Remarkable Journey,204,0.202808,Neither,63.96227364420196
107,Eve's Ransom,86,0.22224,Neither,84.76190921287593
108,Evelyn Innes,7,0.306721,Neither,77.27629404418711
109,Faith Gartney's Girlhood,0,0.353907,Neither,82.94651155242691
110,Fan The Story of a Young Girl's Life,0,0.248439,Neither,78.92340995423366
111,Tween Snow and Fire A Tale of the Last Kafir War,8,-0.183908,Neither,76.15453500352372
112,A Digit of the Moon A Hindoo Love Story,181,0.131196,Neither,83.32460253357048
113,Father Stafford,5,0.251834,Neither,82.6475741474602
114,Fifteen Hundred Miles An Hour,3,0.302316,Neither,73.8112084185128
115,Final Proof Or The Value of Evidence,2,0.162598,Neither,81.45813732309655
116,Fire Island,1,0.00719,Neither,84.25820267574147
117,For Treasure Bound,0,0.489566,Neither,70.37394605619764
118,Fordham's Feud,2,0.095689,Neither,74.7373258455816
119,Frances Waldeaux A Novel,0,0.140156,Neither,89.02564392843266
120,French and English A Story of the Struggle in America,0,-0.029008,Neither,79.53739335689467
121,Friendship and Folly A Novel,3,0.206157,Neither,87.8655672556702
122,From Kingdom to Colony,0,0.154325,Neither,79.33534967862829
123,A Doctor of the Old School,6,0.048419,Neither,80.34099488894498
124,From One Generation to Another,0,0.218674,Neither,75.79798089337697
125,From the Memoirs of a Minister of France,0,-0.022944,Neither,81.09343880416081
126,From Whose Bourne,7,0.123394,Neither,82.82694526796841
127,Garthowen A Story of a Welsh Homestead,0,0.469029,Neither,82.8724888390735
128,Gaston de Latour an unfinished romance,6,0.782791,Neither,53.40560492767928
129,Ghetto Tragedies,13,0.062935,Neither,75.87756046660094
130,Gil the Gunner The Youngest Officer in the East,1,0.015071,Neither,83.53791389215257
131,Gilian The Dreamer His Fancy His Love and Adventure,6,0.050523,Neither,81.30114165124628
132,Gold Gold in Cariboo A Story of Adventure in British Columbia,0,0.072745,Neither,81.81323274110272
133,Golden Face A Tale of the Wild West,2,-0.104959,Neither,74.30927917042547
134,A Dog with a Bad Name,19,0.087627,Neither,79.85856598852853
135,Good Luck,0,0.410324,Neither,88.31021100887166
136,Grace O'Malley Princess and Pirate,1,-0.003073,Neither,76.61972748620556
137,Green Fire A Romance,3,-0.002486,Neither,79.6636420215645
138,Grey Roses,1,0.137957,Neither,77.9180948469379
139,Grim Tales,126,0.079978,Neither,87.6909197865623
140,Grisly Grisell Or The Laidly Lady of Whitburn A Tale of the Wars of the Roses,53,0.206536,Neither,76.84066582898534
141,Guilty Bonds,3,-0.08138,Neither,73.60807152119115
142,Half a Hero A Novel,4,0.183227,Neither,80.01082467115383
143,Heather and Snow,217,0.089632,Neither,82.98584485061126
144,Helbeck of Bannisdale,31,0.046872,Bestsellers,80.46490295950794
145,A Dozen Ways Of Love,4,0.226409,Neither,81.76014911295796
146,Held Fast For England A Tale of the Siege of Gibraltar 1779-83,0,0.248522,Neither,84.94746542534341
147,Her Ladyship's Elephant,6,0.2297,Neither,77.01768567227526
148,Her Majesty's Minister,2,0.206604,Neither,73.44311264413268
149,Herb of Grace,14,0.379818,Neither,79.41370764516468
150,Hilda Wade a Woman with Tenacity of Purpose,25,0.13237,Neither,79.85661068672773
151,His Big Opportunity,12,0.307597,Neither,87.15736699031677
152,His Grace of Osmonde Being the Portions of That Nobleman's Life Omitted in the Relation of His Lady's Story Presented to the World of Fashion under the Title of A Lady of Quality,63,0.379104,Neither,77.66690750604509
153,His Lordship's Leopard A Truthful Narration of Some Impossible Facts,1,0.277044,Neither,77.9828694657052
154,Hugh Wynne Free Quaker Sometime Brevet Lieutenant-Colonel on the Staff of his Excellency General Washington,0,0.166574,Neither,85.37368285329275
155,Hunted and Harried,98,-0.105979,Neither,71.42660547282324
156,A Duet with an Occasional Chorus,0,0.216616,Neither,86.03550556023345
157,"I, Thou, and the Other One A Love Story",10,0.360888,Neither,82.39279999121041
158,If Sinners Entice Thee,2,0.151547,Neither,73.69215101076475
159,Imogen Only Eighteen,0,0.293197,Neither,78.82488842495225
160,In a Hollow of the Hills,0,-0.021399,Neither,74.42858063944014
161,In Connection with the De Willoughby Claim,0,0.251526,Neither,80.89618658966405
162,In Direst Peril,1,0.18715,Neither,77.14875955869702
163,In Far Bolivia A Story of a Strange Wild Land,0,0.135288,Neither,79.92351191968713
164,In Greek Waters A Story of the Grecian War of Independence,0,0.223377,Neither,80.97915925199302
165,In Homespun,0,0.250775,Neither,87.02640115319804
166,In Honour's Cause A Tale of the Days of George the First,0,0.074655,Neither,89.05285823325505
167,A Fascinating Traitor An Anglo Indian Story,1,0.161927,Neither,74.83480906558096
168,In Kedar's Tents,0,0.175786,Bestsellers,75.41924753224833
169,In Search of Mademoiselle,2,0.047636,Neither,78.53064634102242
170,In Strange Company A Story of Chili and the Southern Seas,3,0.113137,Neither,76.21508278182456
171,In the Cage,717,0.33997,Neither,77.66965056279552
172,In the Day of Adversity,0,-0.029461,Neither,81.63093381831368
173,In the Days of Drake,36,0.082355,Neither,79.00972639399427
174,In the Days of Chivalry  A Tale of the Times of the Black Prince,0,0.180981,Neither,76.83671679107671
175,In the Fire of the Forge A Romance of Old Nuremberg,0,0.439865,Neither,66.82521831411123
176,In the Fog,316,-0.004978,Neither,78.33662511047712
177,In the Heart of the Rockies A Story of Adventure in Colorado,0,0.191624,Neither,85.70485691653448
178,A First Family of Tasajara,0,0.241759,Neither,70.75921400775663
179,In the Irish Brigade: A Tale of War in Flanders and Spain,0,0.223951,Neither,74.38058765197948
180,In the Mahdi's Grasp,0,0.29339,Neither,81.93582313047644
181,In the Midst of Alarms,7,0.196992,Neither,82.75869816758026
182,In the Palace of the King A Love Story of Old Madrid,14,0.070778,Neither,79.14209394580503
183,In the Quarter,10,0.073527,Neither,86.03390326110888
184,In the Roar of the Sea,15,-0.031166,Neither,81.81583696754264
185,In the Tideway,0,0.150843,Neither,83.02857194035603
186,In the Wars of the Roses A Story for the Young,0,0.39251,Neither,77.85113241914709
187,In the Year of Jubilee  Part,136,0.143833,Neither,80.70606871215361
188,In the Yellow Sea,1,-0.001691,Neither,76.76376324193399
189,"A Friend of Caesar  A Tale of the Fall of the Roman Republic  Time, 50-47 B.C.",25,0.001189,Neither,73.02061572900924
190,In White Raiment,0,0.115688,Neither,76.70872160322513
191,Into the Highways and Hedges,1,-0.006579,Neither,86.27923710730222
192,Jack of Both Sides The Story of a School War,1,0.057193,Neither,85.58913684810251
193,Jane Field  A Novel,0,0.148023,Neither,89.04727026719938
194,Jennie Baxter Journalist,9,0.359134,Neither,75.74669418440837
195,Jewel Mysteries from a Dealer's Note Book,26,0.192778,Neither,77.44450701030364
196,Jill a Flower Girl,0,0.316922,Neither,87.73074635083337
197,Joan of the Sword Hand,2,0.230407,Neither,80.27334881300801
198,Joe Wilson and His Mates,32,-0.009397,Neither,86.63205321368467
199,"John Ames, Native Commissioner",1,-0.083731,Neither,77.0187973022647
200,A Gallant Grenadier A Tale of the Crimean War,15,0.041726,Neither,78.3595732757544
201,John Burnet of Barns A Romance,71,0.099235,Neither,82.19189705785892
202,"John Splendid  The Tale of a Poor Gentleman, and the Little Wars of Lorn",14,-0.0482,Neither,76.91512719288161
203,Jude the Obscure,59811,0.190505,Canonical novels,79.24931212774071
204,Jungle and Stream Or The Adventures of Two Boys in Siam,0,0.056701,Neither,86.93078339493556
205,Kate Carnegie and Those Ministers,0,0.421716,Neither,72.35047358229868
206,Khaled A Tale of Arabia,73,0.191659,Neither,79.93194250862597
207,Kilgorman A Story of Ireland in 1798,4,-0.080157,Neither,82.32564818147125
208,Kim,32366,0.104296,Both canonical and bestsellers,83.15943581027139
209,King of the Castle,2,0.084782,Neither,87.910416806595
210,Klondike Nuggets and How Two Boys Secured Them,2,0.235264,Neither,77.7534294264436
211,A Gentleman of France Being the Memoirs of Gaston de Bonne Sieur de Marsac,0,-0.039004,Neither,78.6112734182507
212,Lancashire Idylls 1898,0,-0.009233,Neither,83.78903909900633
213,Lawrence Clavering,6,0.007067,Neither,83.17429294392248
214,Light Freights,0,0.059233,Neither,86.88591267948742
215,Lilith A Romance,5442,-0.044354,Neither,87.32641523681627
216,Little Miss Joy,1,0.285952,Neither,89.23563502513142
217,Liza of Lambeth,1625,0.039701,Neither,90.30815807278883
218,Lochinvar A Novel,4,0.109014,Neither,76.190995003226
219,London Pride Or When the World Was Younger,10,0.174088,Neither,72.34264511825236
220,Lord Jim,26700,-0.053442,Canonical novels,80.44315523988216
221,Lord Ormont and His Aminta,11,0.196894,Neither,77.20765713453957
222,Captains Courageous A Story of the Grand Banks,19229,0.067948,Canonical novels,86.00026943060621
223,A Girl in Spring-Time,8,0.180758,Neither,80.08154923732265
224,Lords of the World A story of the fall of Carthage and Corinth,12,0.212932,Neither,75.43722478199261
225,Lost Man's Lane A Second Episode in the Life of Amelia Butterworth,0,0.139701,Neither,76.29253884992966
226,Love Among the Lions A Matrimonial Experience,0,0.25804,Neither,69.0720780387768
227,Love and Mr. Lewisham,0,0.068028,Neither,75.05747739014785
228,Lying Prophets A Novel,1,0.138535,Neither,80.33652389537941
229,Lysbeth a Tale of the Dutch,251,0.054143,Neither,79.78056861850824
230,Madelon  A Novel,0,0.055487,Neither,83.84449106623667
231,Mademoiselle Blanche,0,0.206936,Neither,82.72965690125265
232,Maggie A Girl of the Streets,7129,-0.199213,Neither,80.70417090533329
233,Mammon and Co.,0,0.303878,Neither,77.66491026479419
234,A Girl of the Klondike,0,0.004314,Neither,79.9634512944879
235,Many Cargoes,0,0.146636,Neither,84.10762463706251
236,Maori and Settler A Story of The New Zealand War,0,0.239813,Neither,79.60252449277557
237,Marcella,2,0.121576,Canonical novels,77.40677575138919
238,Marietta A Maid of Venice,23,0.167972,Neither,78.63252803074323
239,Marion Darche A Story Without Comment,0,0.215056,Neither,81.56881653700675
240,A Modern Wizard,3,0.131122,Neither,75.36868501816707
241,Martin Hewitt Investigator,0,0.070233,Neither,79.59966988052604
242,Mass George A Boy's Adventures in the Old Savannah,1,-0.026037,Neither,85.99979006557625
243,Master of Men,0,0.117336,Neither,82.2556726224564
244,Master Skylark A Story of Shakspere's Time,46,0.117634,Neither,86.95405522401715
245,A Girl of the North A Story of London and Canada,0,0.139233,Neither,87.68046893363629
246,Materfamilias,2,0.183552,Neither,79.74209532250836
247,Menotah A Tale of the Riel Rebellion,0,-0.065888,Neither,82.89748496027566
248,Michael's Crag,8,0.085722,Neither,79.86204672691605
249,Miranda of the Balcony A Story,8,-0.009287,Neither,80.99533267781679
250,Miss Cayley's Adventures,207,0.129665,Neither,79.10148178986486
251,Miss Merivale's Mistake,0,0.197536,Neither,87.95137000644864
252,Miss Mous and Her Boys,0,0.256189,Neither,84.94043604869088
253,Miss Stuart's Legacy,2,0.043186,Neither,79.37127785608652
254,Mollie's Prince A Novel,10,0.356703,Bestsellers,82.22348535036465
255,Monsieur Beaucaire,104,0.114363,Neither,83.05245902106343
256,A Gray Eye or So,0,0.322317,Neither,75.75552399553243
257,Montezuma's Daughter,1654,-0.089048,Neither,79.99460782284618
258,Moonfleet,4580,-0.135686,Neither,80.26423555088074
259,More About Peggy,0,0.359279,Neither,76.02899358195114
260,Mr.Marx's Secret,37,0.046719,Neither,81.77298141982446
261,Mr.Witt's Widow A Frivolous Tale,4,0.188869,Neither,82.35622954733525
262,Mrs.Cliff's Yacht,3,0.571784,Neither,78.56673516859728
263,My Brilliant Career,5488,0.221965,Neither,78.04008680613939
264,My Danish Sweetheart A Novel,4,0.030056,Neither,79.93116917847934
265,My Lady Rotha,12,-0.097215,Neither,86.45411357763254
266,My Lord Duke,3,0.171926,Neither,85.06505486031381
267,A Hero of Romance,2,0.096108,Neither,84.37441334495173
268,Mysterious Mr. Sabin,30,0.165358,Neither,81.53746970511762
269,Nada the Lily,306,-0.205395,Neither,88.73723288930178
270,Nevermore,0,0.078034,Neither,72.34907912815541
271,New Grub Street,5509,0.142329,Canonical novels,79.7480169071918
272,News from Nowhere Or An Epoch of Rest Being Some Chapters from a Utopian Romance,1636,0.699198,Canonical novels,77.58328243116226
273,No Surrender A Tale of the Rising in La Vendee,0,0.037122,Neither,78.199019761736
274,Noémi,1,-0.101158,Neither,81.97894097023833
275,Nurse Elisia,1,0.129738,Neither,88.10534465997962
276,Nurse Heatherdale's Story,0,0.325361,Neither,84.56835450827079
277,Odd,20,0.209659,Neither,88.13372645879917
278,A Honeymoon in Space,73,0.380544,Neither,73.4936005174473
279,Olaf the Glorious A Story of the Viking Age,157,0.198531,Neither,79.24450913982031
280,On the Face of the Waters A Tale of the Mutiny,31,0.004282,Neither,80.19211713117085
281,On The Irrawaddy: A Story of the First Burmese War,0,0.13317,Neither,78.91385600122487
282,One Man's View,2,0.180736,Neither,81.93578303153963
283,One of Our Conquerors,6,0.227791,Neither,74.71529966968373
284,Orientations,43,0.028192,Neither,82.16247586417208
285,Our Bessie,21,0.355051,Neither,83.60692871096971
286,Our Friend the Charlatan,19,0.343329,Neither,77.0042363208828
287,Out with Garibaldi A story of the liberation of Italy,0,0.112658,Neither,72.36887446415466
288,Pabo the Priest A Novel,1,-0.040108,Neither,79.34472138579284
289,A Humble Enterprise,6,0.447988,Neither,81.39553705028686
290,Parson Kelly,5,0.077999,Neither,83.23783244574841
291,Paul the Courageous,1,-0.029064,Neither,82.89000371999806
292,Peccavi,0,0.056944,Neither,83.96269506970056
293,Pembroke A Novel,0,0.022191,Neither,85.04457748388562
294,Penelope's Experiences in Scotland Being Extracts from the Commonplace Book of Penelope Hamilton,30,0.448289,Bestsellers,70.78563873304583
295,Penelope's Irish Experiences,23,0.511771,Bestsellers,69.50792801059463
296,Penshurst Castle in the Time of Sir Philip Sidney,2,0.322501,Neither,78.70525627231048
297,Perlycross A Tale of the Western Hills,0,0.299429,Neither,83.08793574547667
298,Perpetua A Tale of Nimes in A.D. 213,1,0.024232,Neither,74.8697348997507
299,Peter Ibbetson,85,0.416163,Neither,72.75864025460902
300,A Journey in Other Worlds A Romance of the Future,78,0.393359,Neither,64.72176072134098
301,Pharais,8,-0.244389,Neither,81.76806084910376
302,Pharaoh's Broker Being the Very Remarkable Experiences in Another World of Isidor Werner,1,0.179459,Neither,74.97860620419257
303,Pharos The Egyptian A Romance,47,0.129026,Neither,73.78320942563121
304,Philippa,0,0.325698,Neither,74.25126291694133
305,Phroso A Romance,33,0.011133,Neither,85.14700869780414
306,Phyllis of Philistia,0,0.319296,Neither,78.33088076645248
307,Pierre and His People Tales of the Far North,0,0.064916,Neither,86.23652749315336
308,Pietro Ghisleri,2,0.212738,Neither,73.21424340725308
309,Plain Living A Bush Idyll,0,0.476081,Neither,74.01805139567763
310,Polly Oliver's Problem,34,0.484463,Neither,81.2584731921719
311,A Knight of the Nets,2,0.175797,Neither,82.27147073243243
312,Pomona's Travels A Series of Letters to the Mistress of Rudder Grange from her Former Handmaiden,9,0.498616,Neither,77.61341089801554
313,Prairie Folks,9,0.059889,Neither,85.4864708825178
314,Prince Ricardo of Pantouflia Being the Adventures of Prince Prigio's Son,10,0.300616,Neither,84.11864942031728
315,Prince Zaleski,77,-0.094926,Neither,67.61551734993401
316,Prisoners of Conscience,0,0.08113,Neither,83.7666401980989
317,Prisoners of Hope,2,-0.063734,Neither,80.90918880644313
318,Quisanté,4,0.291317,Neither,80.16005214606953
319,Rabbi Saunderson,0,0.311933,Neither,71.44954107433504
320,Ralph Denham's Adventures in Burma A Tale of the Burmese Jungle,0,0.07843,Neither,80.38324702817495
321,Real Gold A Story of Adventure,3,0.073211,Neither,85.99836589152714
322,A Knight of the White Cross A Tale of the Siege of Rhodes,0,0.30574,Neither,74.64497524307569
323,Recalled to Life,13,-0.0235,Neither,83.0793249158276
324,Red Pottage,152,0.044845,Neither,81.08064002617174
325,Red Rowans,0,0.286901,Neither,78.80461813407196
326,Redskin and Cow Boy A Tale of the Western Plains,0,0.194869,Neither,85.6028315356785
327,Reginald Cruden A Tale of City Life,6,0.184927,Neither,80.12984404474152
328,Renshaw Fanning's Quest,7,-0.046249,Neither,76.2219605991514
329,Revenge,32,0.035324,Neither,79.73341914337723
330,Richard Carvel,50,0.122105,Bestsellers,83.99257143628112
331,Robert Orange Being a Continuation of the History of Robert Orange,1,0.176066,Neither,74.49880292217485
332,Robin Redbreast A Story for Girls,0,0.332286,Neither,78.30489267623538
333,God Wills It A Tale of the First Crusade,56,0.025434,Neither,85.42146234559813
334,A Little Norsk Or Ol' Paps' Flaxen,9,0.144651,Neither,87.05019291512116
335,Roden's Corner,0,0.275102,Neither,76.47205424701313
336,Rodney Stone,178,0.122274,Neither,81.37452789934243
337,"Roger Ingleton, Minor",6,0.221383,Neither,80.47019850652016
338,Rose of Dutcher's Coolly,34,0.311237,Neither,82.97103111292373
339,Rujub the Juggler,0,0.175668,Neither,82.49947927957355
340,Rupert of Hentzau From The Memoirs of Fritz Von Tarlenheim Sequel to The Prisoner of Zenda,1380,0.051417,Bestsellers,86.5253330696333
341,Sail Ho A Boy at Sea,0,-0.041999,Neither,88.25374698273663
342,Saint Bartholomew's Eve: A Tale of the Huguenot Wars,0,0.213656,Neither,79.19761472338354
343,Salted with Fire,232,0.10547,Neither,80.0530814512107
344,Samuel Boyd of Catchpole Square A Mystery,927,0.074892,Neither,82.72306688508093
345,A Little Rebel,3,0.139584,Neither,84.169445257495
346,Sappers and Miners The Flood beneath the Sea,2,-0.005428,Neither,91.56858256890658
347,Saronia A Romance of Ancient Ephesus,1,0.157492,Neither,84.91704700968401
348,Savrola A Tale of the Revolution in Laurania,0,-0.007689,Neither,75.45015173545421
349,Sawn Off A Tale of a Family Tree,0,0.067539,Neither,89.37473062292912
350,Linnet,4,0.292494,Neither,78.57157477166577
351,Sea Urchins,0,0.061227,Neither,85.45434218534753
352,Senator North,3,0.263448,Neither,76.37918033717494
353,Sentimental Tommy The Story of His Boyhood,62,0.025482,Bestsellers,80.40896887127668
354,Settling Day,4,0.045515,Neither,87.16118112922642
355,Seven Little Australians,0,0.059857,Neither,80.92984033635688
356,A Man and a Woman,0,0.254282,Neither,79.0990658721582
357,Shameless Wayne A Romance of the last Feud of Wayne and Ratcliffe,0,-0.184476,Neither,87.82533834024869
358,Sheilah McLeod A Heroine of the Back Blocks,3,0.110786,Neither,80.8777717074288
359,Ships That Pass in the Night,84,0.180814,Bestsellers,84.04131620370906
360,Shrewsbury A Romance,0,-0.110008,Neither,82.18245900359118
361,Simon Dale,18,0.14508,Neither,86.56266377024211
362,Sir George Tressady,2,0.108529,Neither,77.30709229987492
363,Sir Quixote of the Moors Being some account of an episode in the life of the Sieur de Rohaine,27,0.023502,Neither,84.88013047325104
364,Sister Carrie,36183,0.23528,Neither,80.84815476974471
365,Sister Dolorosa and Posthumous Fame,1,0.15597,Neither,74.50683070789869
366,Sister Teresa,4,0.327334,Neither,77.31110611099909
367,A Man His Mark A Romance,0,-0.073574,Neither,79.38648035095335
368,Sisters Three,0,0.298428,Neither,80.72775184262633
369,Sketches in Lavender Blue and Green,58,0.199423,Neither,79.06426051271919
370,Soldier Rigdale How He Sailed in the Mayflower and How He Served Miles Standish,0,-0.108925,Neither,79.51225885137242
371,Soldiers of Fortune,61,0.25294,Neither,79.1298549142367
372,Some Experiences of an Irish R.M.,0,0.082159,Neither,74.95329555015371
373,Some Persons Unknown,0,0.149868,Neither,83.89203698225987
374,Sons of the Morning,0,0.188479,Neither,79.4529447144386
375,Sophia A Romance,0,-0.061032,Neither,87.72383920843674
376,St.Ives Being the Adventures of a French Prisoner in England,128,0.104993,Neither,81.28199538901703
377,St. Peter's Umbrella,1046,0.28857,Neither,83.73442244226962
378,A March on London Being a Story of Wat Tyler's Insurrection,0,0.356663,Neither,77.52742591911806
379,Stephen A Soldier of the Cross,92,-0.055754,Neither,83.05804304489276
380,"Steve Young; or, The Voyage of the ""Hvalross"" to the Icy Seas",2,0.093697,Neither,86.83338651735954
381,Stolen Souls,2,-0.029964,Neither,70.92058349361714
382,Swallow A Tale of the Great Trek,65,-0.028862,Neither,78.98277470124856
383,Sweet Content,0,0.320294,Neither,85.06240770383397
384,Syd Belton The Boy Who Would Not Go to Sea,1,0.033069,Neither,88.84353079261396
385,Sylvie and Bruno,279,0.18255,Neither,83.36697881468581
386,Tales From the Telling House,0,0.255556,Neither,78.39595553753827
387,Tales from the Veld,3,-0.024278,Neither,89.39385129946551
